1.9190;-18.2423;-1.9777
1.9167;-18.2440;-1.9776
1.9142;-18.2444;-1.9798
1.9130;-18.2458;-1.9799
1.9108;-18.2460;-1.9811
1.9104;-18.2466;-1.9808
1.9102;-18.2470;-1.9809
1.9091;-18.2473;-1.9821
1.9078;-18.2480;-1.9831
1.9077;-18.2476;-1.9844
1.9067;-18.2478;-1.9846
1.9066;-18.2481;-1.9851
1.9064;-18.2478;-1.9864
1.9057;-18.2481;-1.9868
1.9038;-18.2489;-1.9875
1.9029;-18.2493;-1.9871
1.9019;-18.2497;-1.9870
1.9027;-18.2494;-1.9870
1.9021;-18.2495;-1.9878
1.9010;-18.2502;-1.9884
1.8988;-18.2503;-1.9890
1.8978;-18.2497;-1.9899
1.8941;-18.2516;-1.9889
1.8897;-18.2515;-1.9866
1.8804;-18.2537;-1.9827
1.8462;-18.2697;-1.9555
1.8080;-18.0867;-1.8649
1.3714;-17.5233;-1.4927
1.1721;-16.7302;-1.1740
0.9298;-16.1650;-0.8020
0.5474;-15.4971;-0.3751
0.1192;-14.8180;0.0845
-0.3174;-14.0131;0.6239
-0.5440;-13.3477;1.0234
-0.6717;-12.8035;1.1479
-0.8590;-12.1148;1.7064
-1.1332;-11.2871;2.1895
-1.3182;-10.6446;2.5293
-1.5111;-10.0363;2.8211
-1.9709;-9.2532;3.3009
-2.4944;-8.4738;3.6560
-2.8612;-7.5559;4.1900
-3.1193;-6.8203;4.6214
-3.3514;-5.9985;4.9970
-3.5430;-5.3516;5.2359
-4.0005;-4.5297;5.5153
-4.7066;-3.2270;5.8328
-5.4205;-2.1509;6.0440
-5.4591;-1.1182;6.0497
-5.5228;0.0896;6.0387
-5.4671;0.9246;6.0124
-5.6550;1.7255;6.0089
-5.7698;2.3122;6.0849
-5.8119;2.8245;6.2908
-5.8038;3.8426;6.9108
-5.9589;4.9069;7.0974
-5.7968;6.1190;7.2964
-5.8782;7.7659;7.6894
-5.9366;8.9450;7.7325
-5.8592;9.9630;7.6145
-5.7382;11.0430;7.3465
-5.6195;12.1926;6.7904
-6.1756;13.4440;6.6637
-5.9876;14.5934;6.2653
-5.8506;15.6808;5.8417
-5.7244;16.5855;5.4478
-5.5756;17.2091;5.2575
-5.6675;18.4420;5.1814
-5.4639;20.5249;4.7696
-5.4457;21.6922;4.3873
-6.0856;22.9397;3.4300
-6.0866;23.6770;2.4133
-6.0961;24.2473;1.2457
-6.4562;24.8040;-0.2245
-6.6591;25.1219;-1.5558
-6.9174;25.3542;-3.3382
-7.0229;25.2905;-4.5424
-6.7804;25.0871;-5.4046
-6.8254;24.9904;-5.8887
-6.9925;24.9610;-6.5015
-7.1435;24.9033;-7.3144
-7.7138;23.7524;-8.6842
-8.8496;21.7511;-11.2419
-9.0432;19.8616;-13.8041
-8.1687;18.8367;-15.0371
-7.7207;17.3122;-16.5138
-8.0741;15.8926;-17.5960
-8.6752;15.2718;-17.9137
-9.4295;14.8740;-17.9828
-11.0239;14.3192;-18.2702
-12.3210;14.6543;-18.3527
-13.4767;15.5226;-18.2849
-14.6038;16.9753;-17.9237
-15.3444;17.5904;-17.6486
-16.1734;17.8835;-17.5962
-17.1860;18.1939;-17.8174
-17.2854;18.4048;-17.8754
-16.9113;18.5938;-17.8096
-16.9113;18.5938;-17.8096
