1.7187;-18.1174;-2.0319
1.7185;-18.1172;-2.0321
1.7182;-18.1171;-2.0321
1.7182;-18.1169;-2.0320
1.7182;-18.1166;-2.0321
1.7180;-18.1164;-2.0322
1.7177;-18.1164;-2.0322
1.7176;-18.1163;-2.0321
1.7177;-18.1163;-2.0319
1.7179;-18.1161;-2.0319
1.7183;-18.1158;-2.0319
1.7183;-18.1159;-2.0318
1.7179;-18.1161;-2.0318
1.7177;-18.1162;-2.0317
1.7179;-18.1164;-2.0314
1.7227;-18.1167;-2.0290
1.7281;-18.1154;-2.0283
1.7226;-18.1149;-2.0316
1.7156;-18.1147;-2.0328
1.7140;-18.1149;-2.0319
1.7154;-18.1145;-2.0302
1.7173;-18.1142;-2.0290
1.7162;-18.1136;-2.0298
1.7152;-18.1136;-2.0299
1.7146;-18.1133;-2.0298
1.7144;-18.1135;-2.0296
1.7138;-18.1134;-2.0297
1.7134;-18.1131;-2.0297
1.7101;-18.1132;-2.0305
1.7014;-18.1157;-2.0302
1.6953;-18.1190;-2.0258
1.6967;-18.1206;-2.0218
1.6964;-18.1219;-2.0190
1.6928;-18.1202;-2.0101
1.8340;-17.9128;-1.9544
1.7861;-17.6653;-1.5836
0.9839;-16.3061;-0.4144
0.3916;-14.9714;0.5428
-0.0577;-13.7333;1.3297
-0.3985;-12.5713;1.9298
-0.8512;-11.3494;2.7206
-1.4857;-9.6314;3.5802
-2.1288;-8.1616;4.2572
-2.4226;-6.7570;5.0395
-2.7670;-5.6449;5.5945
-3.3245;-4.7238;5.9457
-4.3139;-3.0065;6.4350
-4.8215;-1.7138;6.6527
-4.9155;-0.6123;6.6297
-4.8735;0.5962;6.4979
-4.9528;1.7873;6.4013
-5.1322;3.6319;7.0942
-5.0791;4.8948;7.6693
-5.0765;4.9217;7.7058
-5.0784;4.8486;7.6871
-5.0863;4.7394;7.6697
-5.0979;4.5175;7.6328
-5.0795;4.1611;7.5157
-4.9703;3.4393;7.1318
-4.7879;2.6139;6.6312
-4.6313;1.1968;6.4955
-4.5761;-0.5859;6.6042
-4.3159;-2.1869;6.5447
-3.7049;-3.4619;6.3736
-2.8809;-5.0197;5.9025
-2.7416;-6.3875;5.2848
-2.9314;-7.6754;4.4208
-2.7477;-8.5661;3.6951
-1.9675;-9.5772;2.9900
-1.3185;-10.7468;2.2219
-0.4931;-12.4711;1.0644
-0.2082;-13.6446;0.5451
-0.0507;-14.0750;0.3184
0.0189;-14.2420;0.2212
0.0476;-14.2803;0.1923
-0.0708;-14.1105;0.5921
-0.4480;-13.0797;1.3580
-0.8889;-11.6658;2.4913
-1.4767;-9.8431;3.4716
-2.2012;-7.7822;4.4318
-2.5918;-6.2651;5.2242
-3.3469;-4.4150;5.7772
-4.5237;-2.5672;6.3341
-4.9484;-0.2297;6.4851
-4.9937;1.9879;6.3519
-5.1848;4.0608;7.2601
-5.1671;6.4393;7.7333
-5.5622;10.7558;7.4733
-5.7842;14.0444;6.2050
-5.8389;17.2147;5.1479
-5.4653;20.4860;4.7586
-5.7062;23.0640;3.2235
-6.0941;24.3611;0.3623
-6.2331;25.0663;-3.2685
-6.7688;24.9502;-6.2298
-7.2176;24.3665;-9.1138
-7.6032;23.9899;-11.3006
-8.9353;23.3332;-13.1103
-10.6258;21.9431;-15.4800
-12.6103;20.3595;-18.1227
-15.1451;19.0084;-21.0562
-16.3669;18.3935;-23.1946
-17.3799;18.3872;-25.0105
-18.2250;19.0829;-26.3499
-18.9333;20.0740;-27.5072
-19.0350;21.3462;-28.3166
-18.6425;23.8842;-28.1154
-17.6237;26.2454;-28.0368
-16.8853;28.6170;-27.6794
-16.4356;30.6820;-27.2047
-16.1160;32.2402;-26.6124
-16.1160;32.2402;-26.6124
